"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.00014002,0.049998,9.6214e-06,0,-24.75,-9.3333,0
0.00014103,0,0,0,-24.75,-10,0
0.00014036,0.05,0,0,-25,-9.3333,0
0.00014164,0.023084,0,0,-25,-10,0
0.00013957,0.049998,1.5477e-05,0,-24.5,-9.3333,0
0.00014026,0,0,0,-24.5,-10,0
0.0001393,0.049996,1.9726e-05,0,-24.25,-9.3333,0
0.00013987,0,0,0,-24.25,-10,0
0.00013901,0.049993,2.3152e-05,0,-24,-9.3333,0
0.00013943,0,0,0,-24,-10,0
0.00013873,0.04999,2.5663e-05,0,-23.75,-9.3333,0
0.00013905,0,0,0,-23.75,-10,0
0.00013847,0.049987,2.7499e-05,0,-23.5,-9.3333,0
0.00013871,0,0,0,-23.5,-10,0
0.00013822,0.049984,2.8815e-05,0,-23.25,-9.3333,0
0.0001384,0,0,0,-23.25,-10,0
0.00013797,0.04998,2.9726e-05,0,-23,-9.3333,0
0.00013811,0,0,0,-23,-10,0
0.00013773,0.049977,3.0319e-05,0,-22.75,-9.3333,0
0.00013783,0,0,0,-22.75,-10,0
0.00013748,0.049973,3.0667e-05,0,-22.5,-9.3333,0
0.00013755,0,0,0,-22.5,-10,0
0.00013723,0.049969,3.0784e-05,0,-22.25,-9.3333,0
0.00013728,0,0,0,-22.25,-10,0
0.00013698,0.049966,3.0768e-05,0,-22,-9.3333,0
0.00013701,0,0,0,-22,-10,0
0.00013672,0.049962,3.0552e-05,0,-21.75,-9.3333,0
0.00013674,0,0,0,-21.75,-10,0
0.00013646,0.049959,3.0264e-05,0,-21.5,-9.3333,0
0.00013646,0,0,0,-21.5,-10,0
0.00013618,0.049956,2.9804e-05,0,-21.25,-9.3333,0
0.00013617,0,0,0,-21.25,-10,0
0.00013589,0.049953,2.9286e-05,0,-21,-9.3333,0
0.00013587,0,0,0,-21,-10,0
0.00013559,0.04995,2.8619e-05,0,-20.75,-9.3333,0
0.00013556,0,0,0,-20.75,-10,0
0.00013528,0.049948,2.7884e-05,0,-20.5,-9.3333,0
0.00013523,0,0,0,-20.5,-10,0
0.00013495,0.049946,2.7024e-05,0,-20.25,-9.3333,0
0.00013489,0,0,0,-20.25,-10,0
0.00013459,0.049944,2.6077e-05,0,-20,-9.3333,0
0.00013453,0,0,0,-20,-10,0
0.00013422,0.049942,2.5015e-05,0,-19.75,-9.3333,0
0.00013415,0,0,0,-19.75,-10,0
0.00013383,0.049941,2.3844e-05,0,-19.5,-9.3333,0
0.00013375,0,0,0,-19.5,-10,0
0.00013341,0.049941,2.2553e-05,0,-19.25,-9.3333,0
0.00013333,0,0,0,-19.25,-10,0
0.00013297,0.049941,2.1156e-05,0,-19,-9.3333,0
0.00013287,0,0,0,-19,-10,0
0.0001325,0.049941,1.9601e-05,0,-18.75,-9.3333,0
0.00013239,0,0,0,-18.75,-10,0
0.000132,0.049942,1.7939e-05,0,-18.5,-9.3333,0
0.00013188,0,0,0,-18.5,-10,0
0.00013146,0.049944,1.6111e-05,0,-18.25,-9.3333,0
0.00013133,0,0,0,-18.25,-10,0
0.00013089,0.049947,1.4152e-05,0,-18,-9.3333,0
0.00013075,0,0,0,-18,-10,0
0.00013028,0.04995,1.1997e-05,0,-17.75,-9.3333,0
0.00013012,0,0,0,-17.75,-10,0
0.00012963,0.049954,9.6829e-06,0,-17.5,-9.3333,0
0.00012946,0,0,0,-17.5,-10,0
0.00012893,0.049958,7.1621e-06,0,-17.25,-9.3333,0
0.00012874,0,0,0,-17.25,-10,0
0.00012818,0.049964,4.4531e-06,0,-17,-9.3333,0
0.00012798,0,0,0,-17,-10,0
0.00012738,0.049971,1.4453e-06,0,-16.75,-9.3333,0
0.00012716,0,0,0,-16.75,-10,0
0.00012653,0.049979,-1.7055e-06,0,-16.5,-9.3333,0
0.00012628,0,0,0,-16.5,-10,0
0.00012561,0.049988,-5.3055e-06,0,-16.25,-9.3333,0
0.00012535,0,0,0,-16.25,-10,0
0.00012463,0.049998,-8.8685e-06,0,-16,-9.3333,0
0.00012435,0,0,0,-16,-10,0
0.00012357,0.05001,-1.2918e-05,0,-15.75,-9.3333,0
0.00012325,0,0,0,-15.75,-10,0
0.00012243,0.050024,-1.7265e-05,0,-15.5,-9.3333,0
0.00012209,0,0,0,-15.5,-10,0
0.00012121,0.050038,-2.2016e-05,0,-15.25,-9.3333,0
0.00012084,0,0,0,-15.25,-10,0
0.00011991,0.050055,-2.7066e-05,0,-15,-9.3333,0
0.0001195,0,0,0,-15,-10,0
0.0001185,0.050073,-3.2641e-05,0,-14.75,-9.3333,0
0.00011806,0,0,0,-14.75,-10,0
0.00011699,0.050094,-3.857e-05,0,-14.5,-9.3333,0
0.00011651,0,0,0,-14.5,-10,0
0.00011536,0.050117,-4.5136e-05,0,-14.25,-9.3333,0
0.00011484,0,0,0,-14.25,-10,0
0.00011362,0.050142,-5.2012e-05,0,-14,-9.3333,0
0.00011304,0,0,0,-14,-10,0
0.00011174,0.05017,-5.973e-05,0,-13.75,-9.3333,0
0.00011111,0,0,0,-13.75,-10,0
0.00010972,0.050201,-6.7787e-05,0,-13.5,-9.3333,0
0.00010902,0,0,0,-13.5,-10,0
0.00010755,0.050234,-7.7079e-05,0,-13.25,-9.3333,0
0.00010678,0,0,0,-13.25,-10,0
0.00010521,0.050271,-8.6577e-05,0,-13,-9.3333,0
0.00010434,0,0,0,-13,-10,0
0.00010269,0.050311,-9.7819e-05,0,-12.75,-9.3333,0
0.00010173,0,0,0,-12.75,-10,0
9.998e-05,0.050355,-0.00010905,0,-12.5,-9.3333,0
9.887e-05,0,0,0,-12.5,-10,0
9.7065e-05,0.050403,-0.00012302,0,-12.25,-9.3333,0
9.5819e-05,0,0,0,-12.25,-10,0
9.3923e-05,0.050456,-0.00013666,0,-12,-9.3333,0
9.2454e-05,0,0,0,-12,-10,0
9.0536e-05,0.050512,-0.00015446,0,-11.75,-9.3333,0
8.8853e-05,0,0,0,-11.75,-10,0
8.6934e-05,0.050575,-0.00017157,0,-11.5,-9.3333,0
8.4895e-05,0,0,0,-11.5,-10,0
8.2968e-05,0.050641,-0.00019477,0,-11.25,-9.3333,0
8.0562e-05,0,0,0,-11.25,-10,0
7.8986e-05,0.050718,-0.00021767,0,-11,-9.3333,0
7.604e-05,0,0,0,-11,-10,0
7.4258e-05,0.050793,-0.00024797,0,-10.75,-9.3333,0
7.0623e-05,0,0,0,-10.75,-10,0
7.041e-05,0.050891,-0.00028386,0,-10.5,-9.3333,0
6.6184e-05,0,0,0,-10.5,-10,0
6.4193e-05,0.050972,-0.00033137,0,-10.25,-9.3333,0
5.8335e-05,0,0,0,-10.25,-10,0
5.7081e-05,0.051076,-0.0003737,-1.3601e-24,-10,-9.3333,0
6.2438e-05,0,0,0,-10,-10,0
0.00013902,0.050001,6.0097e-06,0,-24.75,-8.6667,0
0.00013907,0.05,0,0,-25,-8.6667,0
0.00013892,0.050003,9.6828e-06,0,-24.5,-8.6667,0
0.00013879,0.050006,1.2735e-05,0,-24.25,-8.6667,0
0.00013864,0.050009,1.5081e-05,0,-24,-8.6667,0
0.00013848,0.050012,1.6793e-05,0,-23.75,-8.6667,0
0.0001383,0.050015,1.8037e-05,0,-23.5,-8.6667,0
0.00013811,0.050019,1.8855e-05,0,-23.25,-8.6667,0
0.00013792,0.050023,1.9361e-05,0,-23,-8.6667,0
0.00013771,0.050027,1.9543e-05,0,-22.75,-8.6667,0
0.0001375,0.050031,1.9519e-05,0,-22.5,-8.6667,0
0.00013728,0.050035,1.9211e-05,0,-22.25,-8.6667,0
0.00013705,0.05004,1.8776e-05,0,-22,-8.6667,0
0.00013682,0.050044,1.8063e-05,0,-21.75,-8.6667,0
0.00013657,0.050049,1.7267e-05,0,-21.5,-8.6667,0
0.00013632,0.050054,1.6201e-05,0,-21.25,-8.6667,0
0.00013605,0.050059,1.5057e-05,0,-21,-8.6667,0
0.00013576,0.050064,1.3659e-05,0,-20.75,-8.6667,0
0.00013547,0.05007,1.2157e-05,0,-20.5,-8.6667,0
0.00013515,0.050076,1.0419e-05,0,-20.25,-8.6667,0
0.00013482,0.050082,8.5455e-06,0,-20,-8.6667,0
0.00013447,0.050089,6.4204e-06,0,-19.75,-8.6667,0
0.0001341,0.050096,4.149e-06,0,-19.5,-8.6667,0
0.0001337,0.050103,1.6133e-06,0,-19.25,-8.6667,0
0.00013329,0.050111,-1.1051e-06,0,-19,-8.6667,0
0.00013284,0.050119,-4.1314e-06,0,-18.75,-8.6667,0
0.00013237,0.050128,-7.3593e-06,0,-18.5,-8.6667,0
0.00013186,0.050138,-1.0915e-05,0,-18.25,-8.6667,0
0.00013132,0.050148,-1.4713e-05,0,-18,-8.6667,0
0.00013074,0.050159,-1.8905e-05,0,-17.75,-8.6667,0
0.00013013,0.05017,-2.3352e-05,0,-17.5,-8.6667,0
0.00012947,0.050183,-2.8269e-05,0,-17.25,-8.6667,0
0.00012876,0.050196,-3.3509e-05,0,-17,-8.6667,0
0.00012801,0.05021,-3.9256e-05,0,-16.75,-8.6667,0
0.0001272,0.050226,-4.5334e-05,0,-16.5,-8.6667,0
0.00012633,0.050242,-5.2037e-05,0,-16.25,-8.6667,0
0.00012541,0.05026,-5.9175e-05,0,-16,-8.6667,0
0.00012441,0.050278,-6.6945e-05,0,-15.75,-8.6667,0
0.00012334,0.050299,-7.5264e-05,0,-15.5,-8.6667,0
0.00012219,0.05032,-8.4302e-05,0,-15.25,-8.6667,0
0.00012096,0.050344,-9.4015e-05,0,-15,-8.6667,0
0.00011963,0.050369,-0.00010463,0,-14.75,-8.6667,0
0.00011821,0.050396,-0.00011592,0,-14.5,-8.6667,0
0.00011667,0.050425,-0.0001282,0,-14.25,-8.6667,0
0.00011504,0.050456,-0.00014124,0,-14,-8.6667,0
0.00011326,0.050489,-0.00015565,0,-13.75,-8.6667,0
0.00011138,0.050526,-0.00017087,0,-13.5,-8.6667,0
0.00010933,0.050564,-0.00018768,0,-13.25,-8.6667,0
0.00010716,0.050606,-0.00020526,0,-13,-8.6667,0
0.00010479,0.05065,-0.0002249,0,-12.75,-8.6667,0
0.00010229,0.050699,-0.00024539,0,-12.5,-8.6667,0
9.9564e-05,0.05075,-0.0002685,0,-12.25,-8.6667,0
9.6714e-05,0.050805,-0.00029239,0,-12,-8.6667,0
9.3583e-05,0.050863,-0.00031948,0,-11.75,-8.6667,0
9.0365e-05,0.050926,-0.00034748,0,-11.5,-8.6667,0
8.6799e-05,0.050992,-0.00037924,0,-11.25,-8.6667,0
8.3254e-05,0.051063,-0.00041258,0,-11,-8.6667,0
7.9248e-05,0.051134,-0.00044865,0,-10.75,-8.6667,0
7.557e-05,0.051214,-0.00049055,0,-10.5,-8.6667,0
7.1102e-05,0.051288,-0.00052646,0,-10.25,-8.6667,0
6.6808e-05,0.051372,-0.00057786,0,-10,-8.6667,0
0.00013874,0.05,2.0463e-06,0,-24.75,-8,0
0.00013876,0.05,0,0,-25,-8,0
0.00013868,0.050002,3.8586e-06,0,-24.5,-8,0
0.00013859,0.050003,5.3479e-06,0,-24.25,-8,0
0.00013848,0.050006,6.6299e-06,0,-24,-8,0
0.00013835,0.050008,7.5957e-06,0,-23.75,-8,0
0.00013821,0.050011,8.301e-06,0,-23.5,-8,0
0.00013806,0.050014,8.6902e-06,0,-23.25,-8,0
0.0001379,0.050017,8.8562e-06,0,-23,-8,0
0.00013773,0.05002,8.7049e-06,0,-22.75,-8,0
0.00013755,0.050024,8.3699e-06,0,-22.5,-8,0
0.00013736,0.050027,7.7201e-06,0,-22.25,-8,0
0.00013717,0.050031,6.9268e-06,0,-22,-8,0
0.00013696,0.050035,5.8e-06,0,-21.75,-8,0
