"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.00054657,0.049998,9.6623e-06,0,-24.75,-9.3333,0
0.00054759,0,0,0,-24.75,-10,0
0.00054691,0.05,0,0,-25,-9.3333,0
0.00054819,0.023084,0,0,-25,-10,0
0.00054612,0.049998,1.5488e-05,0,-24.5,-9.3333,0
0.00054682,0,0,0,-24.5,-10,0
0.00054585,0.049996,1.9848e-05,0,-24.25,-9.3333,0
0.00054642,0,0,0,-24.25,-10,0
0.00054556,0.049993,2.3288e-05,0,-24,-9.3333,0
0.00054598,0,0,0,-24,-10,0
0.00054529,0.04999,2.5781e-05,0,-23.75,-9.3333,0
0.00054561,0,0,0,-23.75,-10,0
0.00054503,0.049987,2.7593e-05,0,-23.5,-9.3333,0
0.00054528,0,0,0,-23.5,-10,0
0.00054479,0.049983,2.8889e-05,0,-23.25,-9.3333,0
0.00054497,0,0,0,-23.25,-10,0
0.00054455,0.04998,2.9822e-05,0,-23,-9.3333,0
0.00054468,0,0,0,-23,-10,0
0.00054431,0.049976,3.0419e-05,0,-22.75,-9.3333,0
0.00054441,0,0,0,-22.75,-10,0
0.00054407,0.049973,3.0643e-05,0,-22.5,-9.3333,0
0.00054415,0,0,0,-22.5,-10,0
0.00054383,0.049969,3.0728e-05,0,-22.25,-9.3333,0
0.00054389,0,0,0,-22.25,-10,0
0.00054359,0.049965,3.0724e-05,0,-22,-9.3333,0
0.00054362,0,0,0,-22,-10,0
0.00054335,0.049962,3.0541e-05,0,-21.75,-9.3333,0
0.00054336,0,0,0,-21.75,-10,0
0.00054309,0.049959,3.0133e-05,0,-21.5,-9.3333,0
0.00054309,0,0,0,-21.5,-10,0
0.00054283,0.049956,2.9532e-05,0,-21.25,-9.3333,0
0.00054282,0,0,0,-21.25,-10,0
0.00054255,0.049953,2.8957e-05,0,-21,-9.3333,0
0.00054253,0,0,0,-21,-10,0
0.00054227,0.04995,2.8375e-05,0,-20.75,-9.3333,0
0.00054224,0,0,0,-20.75,-10,0
0.00054197,0.049948,2.7583e-05,0,-20.5,-9.3333,0
0.00054193,0,0,0,-20.5,-10,0
0.00054165,0.049946,2.6513e-05,0,-20.25,-9.3333,0
0.0005416,0,0,0,-20.25,-10,0
0.00054132,0.049944,2.5336e-05,0,-20,-9.3333,0
0.00054126,0,0,0,-20,-10,0
0.00054097,0.049943,2.4196e-05,0,-19.75,-9.3333,0
0.0005409,0,0,0,-19.75,-10,0
0.00054059,0.049942,2.3138e-05,0,-19.5,-9.3333,0
0.00054052,0,0,0,-19.5,-10,0
0.0005402,0.049942,2.1949e-05,0,-19.25,-9.3333,0
0.00054011,0,0,0,-19.25,-10,0
0.00053978,0.049942,2.0155e-05,0,-19,-9.3333,0
0.00053968,0,0,0,-19,-10,0
0.00053933,0.049943,1.7784e-05,0,-18.75,-9.3333,0
0.00053922,0,0,0,-18.75,-10,0
0.00053885,0.049945,1.5991e-05,0,-18.5,-9.3333,0
0.00053873,0,0,0,-18.5,-10,0
0.00053834,0.049947,1.4787e-05,0,-18.25,-9.3333,0
0.00053821,0,0,0,-18.25,-10,0
0.00053779,0.04995,1.3394e-05,0,-18,-9.3333,0
0.00053765,0,0,0,-18,-10,0
0.00053721,0.049953,1.0453e-05,0,-17.75,-9.3333,0
0.00053705,0,0,0,-17.75,-10,0
0.00053659,0.049958,6.4181e-06,0,-17.5,-9.3333,0
0.00053641,0,0,0,-17.5,-10,0
0.00053591,0.049964,2.454e-06,0,-17.25,-9.3333,0
0.00053573,0,0,0,-17.25,-10,0
0.0005352,0.049971,-5.3557e-07,0,-17,-9.3333,0
0.00053499,0,0,0,-17,-10,0
0.00053443,0.049978,-2.8594e-06,0,-16.75,-9.3333,0
0.00053421,0,0,0,-16.75,-10,0
0.0005336,0.049987,-5.6742e-06,0,-16.5,-9.3333,0
0.00053337,0,0,0,-16.5,-10,0
0.00053272,0.049997,-9.5929e-06,0,-16.25,-9.3333,0
0.00053245,0,0,0,-16.25,-10,0
0.00053176,0.050008,-1.7374e-05,0,-16,-9.3333,0
0.00053149,0,0,0,-16,-10,0
0.00053074,0.050022,-2.8899e-05,0,-15.75,-9.3333,0
0.00053043,0,0,0,-15.75,-10,0
0.00052964,0.050038,-4.4228e-05,0,-15.5,-9.3333,0
0.00052928,0,0,0,-15.5,-10,0
0.00052845,0.050057,-6.1231e-05,0,-15.25,-9.3333,0
0.00052806,0,0,0,-15.25,-10,0
0.00052717,0.050077,-7.0449e-05,0,-15,-9.3333,0
0.00052673,0,0,0,-15,-10,0
0.00052589,0.050099,-6.6206e-05,0,-14.75,-9.3333,0
0.00052532,0,0,0,-14.75,-10,0
0.00052445,0.05012,-3.2782e-05,0,-14.5,-9.3333,0
0.00052388,0,0,0,-14.5,-10,0
0.00052269,0.050137,3.9253e-05,0,-14.25,-9.3333,0
0.00052204,0,0,0,-14.25,-10,0
0.00052092,0.050146,0.00014387,0,-14,-9.3333,0
0.00052018,0,0,0,-14,-10,0
0.00051908,0.050141,0.00025224,0,-13.75,-9.3333,0
0.00051835,0,0,0,-13.75,-10,0
0.00051706,0.050127,0.00032771,0,-13.5,-9.3333,0
0.00051625,0,0,0,-13.5,-10,0
0.00051484,0.050107,0.00034956,0,-13.25,-9.3333,0
0.00051396,0,0,0,-13.25,-10,0
0.00051248,0.050092,0.00031557,0,-13,-9.3333,0
0.0005115,0,0,0,-13,-10,0
0.00050991,0.050087,0.00023047,0,-12.75,-9.3333,0
0.00050881,0,0,0,-12.75,-10,0
0.00050719,0.050098,0.00011343,0,-12.5,-9.3333,0
0.00050593,0,0,0,-12.5,-10,0
0.00050429,0.050124,-1.8554e-05,0,-12.25,-9.3333,0
0.00050283,0,0,0,-12.25,-10,0
0.0005012,0.05017,-0.00014551,0,-12,-9.3333,0
0.00049948,0,0,0,-12,-10,0
0.00049788,0.050229,-0.00025765,0,-11.75,-9.3333,0
