"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.00013632,0.049998,9.4748e-06,0,-24.75,-9.3333,0
0.00013733,0,0,0,-24.75,-10,0
0.00013667,0.05,0,0,-25,-9.3333,0
0.00013793,0.023084,0,0,-25,-10,0
0.00013586,0.049998,1.5185e-05,0,-24.5,-9.3333,0
0.00013655,0,0,0,-24.5,-10,0
0.00013559,0.049996,1.9251e-05,0,-24.25,-9.3333,0
0.00013614,0,0,0,-24.25,-10,0
0.00013529,0.049994,2.2564e-05,0,-24,-9.3333,0
0.0001357,0,0,0,-24,-10,0
0.000135,0.049991,2.4908e-05,0,-23.75,-9.3333,0
0.00013531,0,0,0,-23.75,-10,0
0.00013472,0.049988,2.6617e-05,0,-23.5,-9.3333,0
0.00013495,0,0,0,-23.5,-10,0
0.00013445,0.049985,2.7782e-05,0,-23.25,-9.3333,0
0.00013462,0,0,0,-23.25,-10,0
0.00013418,0.049982,2.8566e-05,0,-23,-9.3333,0
0.00013431,0,0,0,-23,-10,0
0.00013391,0.049979,2.9019e-05,0,-22.75,-9.3333,0
0.000134,0,0,0,-22.75,-10,0
0.00013364,0.049976,2.924e-05,0,-22.5,-9.3333,0
0.0001337,0,0,0,-22.5,-10,0
0.00013337,0.049973,2.9241e-05,0,-22.25,-9.3333,0
0.0001334,0,0,0,-22.25,-10,0
0.00013308,0.04997,2.9091e-05,0,-22,-9.3333,0
0.0001331,0,0,0,-22,-10,0
0.00013279,0.049967,2.8777e-05,0,-21.75,-9.3333,0
0.00013279,0,0,0,-21.75,-10,0
0.00013248,0.049964,2.8359e-05,0,-21.5,-9.3333,0
0.00013247,0,0,0,-21.5,-10,0
0.00013216,0.049962,2.7804e-05,0,-21.25,-9.3333,0
0.00013214,0,0,0,-21.25,-10,0
0.00013183,0.04996,2.7162e-05,0,-21,-9.3333,0
0.00013179,0,0,0,-21,-10,0
0.00013148,0.049958,2.6397e-05,0,-20.75,-9.3333,0
0.00013143,0,0,0,-20.75,-10,0
0.00013111,0.049956,2.5552e-05,0,-20.5,-9.3333,0
0.00013105,0,0,0,-20.5,-10,0
0.00013072,0.049955,2.4589e-05,0,-20.25,-9.3333,0
0.00013065,0,0,0,-20.25,-10,0
0.00013031,0.049954,2.3539e-05,0,-20,-9.3333,0
0.00013023,0,0,0,-20,-10,0
0.00012987,0.049954,2.237e-05,0,-19.75,-9.3333,0
0.00012979,0,0,0,-19.75,-10,0
0.00012941,0.049954,2.111e-05,0,-19.5,-9.3333,0
0.00012932,0,0,0,-19.5,-10,0
0.00012893,0.049954,1.9716e-05,0,-19.25,-9.3333,0
0.00012882,0,0,0,-19.25,-10,0
0.00012841,0.049955,1.8222e-05,0,-19,-9.3333,0
0.00012829,0,0,0,-19,-10,0
0.00012786,0.049957,1.6577e-05,0,-18.75,-9.3333,0
0.00012773,0,0,0,-18.75,-10,0
0.00012727,0.049959,1.4817e-05,0,-18.5,-9.3333,0
0.00012713,0,0,0,-18.5,-10,0
0.00012664,0.049962,1.2889e-05,0,-18.25,-9.3333,0
0.0001265,0,0,0,-18.25,-10,0
0.00012598,0.049965,1.0817e-05,0,-18,-9.3333,0
0.00012582,0,0,0,-18,-10,0
0.00012527,0.04997,8.5487e-06,0,-17.75,-9.3333,0
0.00012509,0,0,0,-17.75,-10,0
0.00012452,0.049975,6.1379e-06,0,-17.5,-9.3333,0
0.00012432,0,0,0,-17.5,-10,0
0.00012371,0.049981,3.4842e-06,0,-17.25,-9.3333,0
0.0001235,0,0,0,-17.25,-10,0
0.00012285,0.049988,6.54e-07,0,-17,-9.3333,0
0.00012262,0,0,0,-17,-10,0
0.00012193,0.049996,-2.5533e-06,0,-16.75,-9.3333,0
0.00012169,0,0,0,-16.75,-10,0
0.00012096,0.050006,-5.7266e-06,0,-16.5,-9.3333,0
0.0001207,0,0,0,-16.5,-10,0
0.0001199,0.050016,-9.3351e-06,0,-16.25,-9.3333,0
0.00011962,0,0,0,-16.25,-10,0
0.00011878,0.050029,-1.3163e-05,0,-16,-9.3333,0
0.00011847,0,0,0,-16,-10,0
0.00011758,0.050042,-1.7367e-05,0,-15.75,-9.3333,0
0.00011724,0,0,0,-15.75,-10,0
0.0001163,0.050057,-2.1851e-05,0,-15.5,-9.3333,0
0.00011593,0,0,0,-15.5,-10,0
0.00011492,0.050073,-2.6764e-05,0,-15.25,-9.3333,0
0.00011452,0,0,0,-15.25,-10,0
0.00011345,0.050092,-3.1996e-05,0,-15,-9.3333,0
0.00011302,0,0,0,-15,-10,0
0.00011187,0.050112,-3.774e-05,0,-14.75,-9.3333,0
0.0001114,0,0,0,-14.75,-10,0
0.00011018,0.050135,-4.3828e-05,0,-14.5,-9.3333,0
0.00010967,0,0,0,-14.5,-10,0
0.00010837,0.050159,-5.0587e-05,0,-14.25,-9.3333,0
0.00010781,0,0,0,-14.25,-10,0
0.00010643,0.050187,-5.7697e-05,0,-14,-9.3333,0
0.00010582,0,0,0,-14,-10,0
0.00010434,0.050217,-6.5667e-05,0,-13.75,-9.3333,0
0.00010368,0,0,0,-13.75,-10,0
0.00010211,0.05025,-7.394e-05,0,-13.5,-9.3333,0
0.00010137,0,0,0,-13.5,-10,0
9.9713e-05,0.050285,-8.3485e-05,0,-13.25,-9.3333,0
9.8906e-05,0,0,0,-13.25,-10,0
9.7138e-05,0.050325,-9.3242e-05,0,-13,-9.3333,0
9.623e-05,0,0,0,-13,-10,0
9.4379e-05,0.050367,-0.00010483,0,-12.75,-9.3333,0
9.3374e-05,0,0,0,-12.75,-10,0
9.1408e-05,0.050414,-0.00011634,0,-12.5,-9.3333,0
9.0254e-05,0,0,0,-12.5,-10,0
8.8225e-05,0.050464,-0.00013069,0,-12.25,-9.3333,0
8.6933e-05,0,0,0,-12.25,-10,0
8.48e-05,0.05052,-0.00014465,0,-12,-9.3333,0
8.3278e-05,0,0,0,-12,-10,0
8.1118e-05,0.050579,-0.00016297,0,-11.75,-9.3333,0
7.938e-05,0,0,0,-11.75,-10,0
7.7202e-05,0.050646,-0.00018048,0,-11.5,-9.3333,0
7.5099e-05,0,0,0,-11.5,-10,0
7.2912e-05,0.050715,-0.00020436,0,-11.25,-9.3333,0
7.0438e-05,0,0,0,-11.25,-10,0
6.8584e-05,0.050795,-0.00022768,0,-11,-9.3333,0
6.5555e-05,0,0,0,-11,-10,0
6.3496e-05,0.050874,-0.00025898,0,-10.75,-9.3333,0
5.9775e-05,0,0,0,-10.75,-10,0
5.9279e-05,0.050976,-0.00029488,0,-10.5,-9.3333,0
5.4968e-05,0,0,0,-10.5,-10,0
5.2687e-05,0.051061,-0.00034208,0,-10.25,-9.3333,0
4.6771e-05,0,0,0,-10.25,-10,0
4.512e-05,0.05117,-0.00038626,-9.5472e-25,-10,-9.3333,0
5.0526e-05,0,0,0,-10,-10,0
0.00013535,0.050001,5.7105e-06,0,-24.75,-8.6667,0
0.00013541,0.05,0,0,-25,-8.6667,0
0.00013524,0.050003,9.0963e-06,0,-24.5,-8.6667,0
0.00013511,0.050006,1.1829e-05,0,-24.25,-8.6667,0
0.00013495,0.050009,1.3902e-05,0,-24,-8.6667,0
0.00013478,0.050013,1.5308e-05,0,-23.75,-8.6667,0
0.00013458,0.050016,1.6285e-05,0,-23.5,-8.6667,0
0.00013438,0.05002,1.6814e-05,0,-23.25,-8.6667,0
0.00013416,0.050025,1.7056e-05,0,-23,-8.6667,0
0.00013393,0.050029,1.697e-05,0,-22.75,-8.6667,0
0.00013369,0.050034,1.669e-05,0,-22.5,-8.6667,0
0.00013345,0.050038,1.6141e-05,0,-22.25,-8.6667,0
0.00013319,0.050043,1.5448e-05,0,-22,-8.6667,0
0.00013291,0.050049,1.4523e-05,0,-21.75,-8.6667,0
0.00013263,0.050054,1.3479e-05,0,-21.5,-8.6667,0
0.00013233,0.05006,1.2211e-05,0,-21.25,-8.6667,0
0.00013201,0.050066,1.0836e-05,0,-21,-8.6667,0
0.00013168,0.050072,9.2368e-06,0,-20.75,-8.6667,0
0.00013133,0.050078,7.5285e-06,0,-20.5,-8.6667,0
