"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.00017304,0.049998,9.6632e-06,0,-24.75,-9.3333,0
0.00017406,0,0,0,-24.75,-10,0
0.00017338,0.05,0,0,-25,-9.3333,0
0.00017467,0.023084,0,0,-25,-10,0
0.00017259,0.049998,1.5621e-05,0,-24.5,-9.3333,0
0.00017329,0,0,0,-24.5,-10,0
0.00017233,0.049996,1.9859e-05,0,-24.25,-9.3333,0
0.00017289,0,0,0,-24.25,-10,0
0.00017204,0.049993,2.3357e-05,0,-24,-9.3333,0
0.00017247,0,0,0,-24,-10,0
0.00017177,0.04999,2.591e-05,0,-23.75,-9.3333,0
0.00017209,0,0,0,-23.75,-10,0
0.00017151,0.049987,2.7733e-05,0,-23.5,-9.3333,0
0.00017176,0,0,0,-23.5,-10,0
0.00017127,0.049983,2.9133e-05,0,-23.25,-9.3333,0
0.00017146,0,0,0,-23.25,-10,0
0.00017103,0.04998,3.0027e-05,0,-23,-9.3333,0
0.00017117,0,0,0,-23,-10,0
0.0001708,0.049976,3.0623e-05,0,-22.75,-9.3333,0
0.0001709,0,0,0,-22.75,-10,0
0.00017056,0.049972,3.108e-05,0,-22.5,-9.3333,0
0.00017064,0,0,0,-22.5,-10,0
0.00017033,0.049968,3.113e-05,0,-22.25,-9.3333,0
0.00017038,0,0,0,-22.25,-10,0
0.00017009,0.049965,3.1177e-05,0,-22,-9.3333,0
0.00017013,0,0,0,-22,-10,0
0.00016985,0.049961,3.1039e-05,0,-21.75,-9.3333,0
0.00016987,0,0,0,-21.75,-10,0
0.0001696,0.049958,3.066e-05,0,-21.5,-9.3333,0
0.0001696,0,0,0,-21.5,-10,0
0.00016934,0.049954,3.037e-05,0,-21.25,-9.3333,0
0.00016933,0,0,0,-21.25,-10,0
0.00016907,0.049951,2.9731e-05,0,-21,-9.3333,0
0.00016905,0,0,0,-21,-10,0
0.00016879,0.049948,2.9138e-05,0,-20.75,-9.3333,0
0.00016877,0,0,0,-20.75,-10,0
0.0001685,0.049946,2.8417e-05,0,-20.5,-9.3333,0
0.00016846,0,0,0,-20.5,-10,0
0.00016819,0.049943,2.7543e-05,0,-20.25,-9.3333,0
0.00016815,0,0,0,-20.25,-10,0
0.00016787,0.049941,2.6584e-05,0,-20,-9.3333,0
0.00016781,0,0,0,-20,-10,0
0.00016752,0.04994,2.5572e-05,0,-19.75,-9.3333,0
0.00016746,0,0,0,-19.75,-10,0
0.00016716,0.049939,2.4378e-05,0,-19.5,-9.3333,0
0.00016709,0,0,0,-19.5,-10,0
0.00016678,0.049938,2.3109e-05,0,-19.25,-9.3333,0
0.00016669,0,0,0,-19.25,-10,0
0.00016637,0.049938,2.1743e-05,0,-19,-9.3333,0
0.00016627,0,0,0,-19,-10,0
0.00016593,0.049938,2.0179e-05,0,-18.75,-9.3333,0
0.00016583,0,0,0,-18.75,-10,0
0.00016546,0.049939,1.8569e-05,0,-18.5,-9.3333,0
0.00016535,0,0,0,-18.5,-10,0
0.00016497,0.04994,1.673e-05,0,-18.25,-9.3333,0
0.00016484,0,0,0,-18.25,-10,0
0.00016444,0.049942,1.4807e-05,0,-18,-9.3333,0
0.0001643,0,0,0,-18,-10,0
0.00016387,0.049945,1.2695e-05,0,-17.75,-9.3333,0
0.00016372,0,0,0,-17.75,-10,0
0.00016326,0.049949,1.0379e-05,0,-17.5,-9.3333,0
0.0001631,0,0,0,-17.5,-10,0
0.00016262,0.049953,7.9023e-06,0,-17.25,-9.3333,0
0.00016244,0,0,0,-17.25,-10,0
0.00016192,0.049959,5.206e-06,0,-17,-9.3333,0
0.00016172,0,0,0,-17,-10,0
0.00016117,0.049965,2.2549e-06,0,-16.75,-9.3333,0
0.00016096,0,0,0,-16.75,-10,0
0.00016037,0.049973,-8.3243e-07,0,-16.5,-9.3333,0
0.00016014,0,0,0,-16.5,-10,0
0.00015951,0.049982,-4.3514e-06,0,-16.25,-9.3333,0
0.00015926,0,0,0,-16.25,-10,0
0.00015859,0.049992,-8.0077e-06,0,-16,-9.3333,0
0.00015832,0,0,0,-16,-10,0
0.0001576,0.050003,-1.2069e-05,0,-15.75,-9.3333,0
0.0001573,0,0,0,-15.75,-10,0
0.00015654,0.050016,-1.6213e-05,0,-15.5,-9.3333,0
0.00015621,0,0,0,-15.5,-10,0
0.00015539,0.050031,-2.0867e-05,0,-15.25,-9.3333,0
0.00015503,0,0,0,-15.25,-10,0
0.00015416,0.050047,-2.5929e-05,0,-15,-9.3333,0
0.00015377,0,0,0,-15,-10,0
0.00015283,0.050065,-3.1441e-05,0,-14.75,-9.3333,0
0.00015241,0,0,0,-14.75,-10,0
0.00015141,0.050085,-3.7236e-05,0,-14.5,-9.3333,0
0.00015094,0,0,0,-14.5,-10,0
0.00014987,0.050107,-4.3718e-05,0,-14.25,-9.3333,0
0.00014936,0,0,0,-14.25,-10,0
0.00014822,0.050133,-5.049e-05,0,-14,-9.3333,0
0.00014766,0,0,0,-14,-10,0
0.00014644,0.050159,-5.8213e-05,0,-13.75,-9.3333,0
0.00014583,0,0,0,-13.75,-10,0
0.00014452,0.05019,-6.6166e-05,0,-13.5,-9.3333,0
0.00014384,0,0,0,-13.5,-10,0
0.00014246,0.050222,-7.5286e-05,0,-13.25,-9.3333,0
0.00014172,0,0,0,-13.25,-10,0
0.00014024,0.050259,-8.4531e-05,0,-13,-9.3333,0
0.00013939,0,0,0,-13,-10,0
0.00013785,0.050297,-9.5771e-05,0,-12.75,-9.3333,0
0.00013691,0,0,0,-12.75,-10,0
0.00013527,0.050341,-0.00010678,0,-12.5,-9.3333,0
0.00013418,0,0,0,-12.5,-10,0
0.00013249,0.050388,-0.00012057,0,-12.25,-9.3333,0
0.00013127,0,0,0,-12.25,-10,0
0.00012949,0.05044,-0.00013406,0,-12,-9.3333,0
0.00012805,0,0,0,-12,-10,0
0.00012626,0.050495,-0.00015174,0,-11.75,-9.3333,0
0.00012461,0,0,0,-11.75,-10,0
0.00012282,0.050558,-0.00016847,0,-11.5,-9.3333,0
0.00012082,0,0,0,-11.5,-10,0
0.00011903,0.050622,-0.00019122,0,-11.25,-9.3333,0
0.00011666,0,0,0,-11.25,-10,0
0.00011523,0.050698,-0.00021397,0,-11,-9.3333,0
0.00011234,0,0,0,-11,-10,0
0.0001107,0.050771,-0.00024369,0,-10.75,-9.3333,0
0.00010712,0,0,0,-10.75,-10,0
0.00010703,0.050868,-0.00027939,0,-10.5,-9.3333,0
0.00010288,0,0,0,-10.5,-10,0
0.00010104,0.050947,-0.00032759,0,-10.25,-9.3333,0
9.5233e-05,0,0,0,-10.25,-10,0
9.4196e-05,0.05105,-0.00036855,-2.5681e-24,-10,-9.3333,0
9.9548e-05,0,0,0,-10,-10,0
0.00017203,0.050001,6.0963e-06,0,-24.75,-8.6667,0
0.00017208,0.05,0,0,-25,-8.6667,0
0.00017193,0.050003,9.963e-06,0,-24.5,-8.6667,0
0.00017181,0.050005,1.3027e-05,0,-24.25,-8.6667,0
0.00017166,0.050008,1.5503e-05,0,-24,-8.6667,0
0.0001715,0.050012,1.7258e-05,0,-23.75,-8.6667,0
0.00017133,0.050015,1.8572e-05,0,-23.5,-8.6667,0
0.00017115,0.050019,1.9474e-05,0,-23.25,-8.6667,0
0.00017096,0.050022,1.9966e-05,0,-23,-8.6667,0
0.00017077,0.050026,2.027e-05,0,-22.75,-8.6667,0
0.00017057,0.05003,2.0228e-05,0,-22.5,-8.6667,0
0.00017036,0.050034,2.0003e-05,0,-22.25,-8.6667,0
0.00017015,0.050039,1.9535e-05,0,-22,-8.6667,0
0.00016993,0.050043,1.8966e-05,0,-21.75,-8.6667,0
0.0001697,0.050047,1.8077e-05,0,-21.5,-8.6667,0
0.00016946,0.050052,1.718e-05,0,-21.25,-8.6667,0
0.00016921,0.050057,1.5949e-05,0,-21,-8.6667,0
0.00016895,0.050062,1.4642e-05,0,-20.75,-8.6667,0
0.00016867,0.050068,1.3166e-05,0,-20.5,-8.6667,0
0.00016838,0.050074,1.1406e-05,0,-20.25,-8.6667,0
0.00016808,0.05008,9.5777e-06,0,-20,-8.6667,0
0.00016775,0.050086,7.5117e-06,0,-19.75,-8.6667,0
0.00016741,0.050093,5.1999e-06,0,-19.5,-8.6667,0
0.00016704,0.0501,2.7234e-06,0,-19.25,-8.6667,0
0.00016666,0.050108,2.88e-08,0,-19,-8.6667,0
0.00016625,0.050116,-2.9856e-06,0,-18.75,-8.6667,0
0.00016581,0.050125,-6.1526e-06,0,-18.5,-8.6667,0
0.00016534,0.050134,-9.665e-06,0,-18.25,-8.6667,0
0.00016484,0.050144,-1.3454e-05,0,-18,-8.6667,0
0.00016431,0.050154,-1.7543e-05,0,-17.75,-8.6667,0
0.00016374,0.050166,-2.2003e-05,0,-17.5,-8.6667,0
0.00016312,0.050178,-2.6819e-05,0,-17.25,-8.6667,0
0.00016247,0.050191,-3.2031e-05,0,-17,-8.6667,0
0.00016176,0.050205,-3.7665e-05,0,-16.75,-8.6667,0
0.00016101,0.05022,-4.3702e-05,0,-16.5,-8.6667,0
0.0001602,0.050236,-5.0346e-05,0,-16.25,-8.6667,0
0.00015934,0.050253,-5.7372e-05,0,-16,-8.6667,0
0.0001584,0.050272,-6.5102e-05,0,-15.75,-8.6667,0
0.0001574,0.050292,-7.3203e-05,0,-15.5,-8.6667,0
0.00015632,0.050313,-8.2225e-05,0,-15.25,-8.6667,0
0.00015516,0.050336,-9.1798e-05,0,-15,-8.6667,0
0.00015391,0.050361,-0.00010223,0,-14.75,-8.6667,0
0.00015258,0.050388,-0.0001133,0,-14.5,-8.6667,0
0.00015113,0.050416,-0.00012548,0,-14.25,-8.6667,0
0.00014958,0.050447,-0.00013836,0,-14,-8.6667,0
0.00014791,0.05048,-0.0001526,0,-13.75,-8.6667,0
0.00014612,0.050515,-0.00016752,0,-13.5,-8.6667,0
0.00014418,0.050553,-0.00018411,0,-13.25,-8.6667,0
0.00014212,0.050595,-0.00020143,0,-13,-8.6667,0
0.00013987,0.050638,-0.00022084,0,-12.75,-8.6667,0
0.0001375,0.050686,-0.00024102,0,-12.5,-8.6667,0
0.0001349,0.050736,-0.00026379,0,-12.25,-8.6667,0
0.00013219,0.05079,-0.00028735,0,-12,-8.6667,0
0.0001292,0.050847,-0.00031409,0,-11.75,-8.6667,0
0.00012612,0.050909,-0.00034135,0,-11.5,-8.6667,0
0.00012273,0.050974,-0.00037253,0,-11.25,-8.6667,0
0.00011935,0.051044,-0.00040537,0,-11,-8.6667,0
0.00011553,0.051115,-0.00044109,0,-10.75,-8.6667,0
0.00011202,0.051193,-0.00048221,0,-10.5,-8.6667,0
0.00010777,0.051266,-0.00051807,0,-10.25,-8.6667,0
0.0001037,0.051348,-0.00056744,0,-10,-8.6667,0
0.00017173,0.05,2.2149e-06,0,-24.75,-8,0
0.00017175,0.05,0,0,-25,-8,0
0.00017167,0.050002,4.2166e-06,0,-24.5,-8,0
0.00017158,0.050003,5.8061e-06,0,-24.25,-8,0
0.00017148,0.050005,7.2634e-06,0,-24,-8,0
0.00017136,0.050008,8.3119e-06,0,-23.75,-8,0
0.00017122,0.050011,9.1405e-06,0,-23.5,-8,0
0.00017108,0.050013,9.5896e-06,0,-23.25,-8,0
0.00017093,0.050016,9.8223e-06,0,-23,-8,0
0.00017077,0.05002,9.7773e-06,0,-22.75,-8,0
0.0001706,0.050023,9.4556e-06,0,-22.5,-8,0
0.00017042,0.050027,8.912e-06,0,-22.25,-8,0
0.00017024,0.05003,8.0963e-06,0,-22,-8,0
0.00017004,0.050034,7.1135e-06,0,-21.75,-8,0
0.00016984,0.050038,5.7543e-06,0,-21.5,-8,0
0.00016963,0.050042,4.3811e-06,0,-21.25,-8,0
0.00016941,0.050047,2.5852e-06,0,-21,-8,0
0.00016917,0.050051,6.5989e-07,0,-20.75,-8,0
0.00016893,0.050056,-1.5094e-06,0,-20.5,-8,0
0.00016867,0.050062,-4.0414e-06,0,-20.25,-8,0
0.00016839,0.050067,-6.7026e-06,0,-20,-8,0
0.0001681,0.050073,-9.6986e-06,0,-19.75,-8,0
0.0001678,0.050079,-1.3033e-05,0,-19.5,-8,0
0.00016747,0.050085,-1.6624e-05,0,-19.25,-8,0
0.00016712,0.050093,-2.0499e-05,0,-19,-8,0
0.00016675,0.0501,-2.4828e-05,0,-18.75,-8,0
0.00016636,0.050108,-2.9418e-05,0,-18.5,-8,0
0.00016594,0.050116,-3.449e-05,0,-18.25,-8,0
0.00016549,0.050125,-3.995e-05,0,-18,-8,0
0.00016501,0.050134,-4.586e-05,0,-17.75,-8,0
0.0001645,0.050145,-5.2312e-05,0,-17.5,-8,0
0.00016395,0.050156,-5.9213e-05,0,-17.25,-8,0
0.00016337,0.050168,-6.6758e-05,0,-17,-8,0
0.00016273,0.05018,-7.4872e-05,0,-16.75,-8,0
0.00016206,0.050194,-8.363e-05,0,-16.5,-8,0
0.00016133,0.050208,-9.3168e-05,0,-16.25,-8,0
0.00016056,0.050223,-0.00010331,0,-16,-8,0
0.00015972,0.05024,-0.00011449,0,-15.75,-8,0
0.00015883,0.050258,-0.00012633,0,-15.5,-8,0
0.00015786,0.050277,-0.00013921,0,-15.25,-8,0
0.00015683,0.050298,-0.00015315,0,-15,-8,0
0.00015571,0.050319,-0.00016809,0,-14.75,-8,0
