"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.00077711,0.049998,9.6383e-06,0,-24.75,-9.3333,0
0.00077812,0,0,0,-24.75,-10,0
0.00077745,0.05,0,0,-25,-9.3333,0
0.00077873,0.023084,0,0,-25,-10,0
0.00077665,0.049998,1.5502e-05,0,-24.5,-9.3333,0
0.00077735,0,0,0,-24.5,-10,0
0.00077639,0.049996,1.9714e-05,0,-24.25,-9.3333,0
0.00077695,0,0,0,-24.25,-10,0
0.0007761,0.049993,2.3162e-05,0,-24,-9.3333,0
0.00077652,0,0,0,-24,-10,0
0.00077582,0.04999,2.5627e-05,0,-23.75,-9.3333,0
0.00077614,0,0,0,-23.75,-10,0
0.00077557,0.049987,2.7573e-05,0,-23.5,-9.3333,0
0.00077581,0,0,0,-23.5,-10,0
0.00077531,0.049984,2.8765e-05,0,-23.25,-9.3333,0
0.0007755,0,0,0,-23.25,-10,0
0.00077507,0.04998,2.9546e-05,0,-23,-9.3333,0
0.00077521,0,0,0,-23,-10,0
0.00077483,0.049977,3.0162e-05,0,-22.75,-9.3333,0
0.00077493,0,0,0,-22.75,-10,0
0.00077459,0.049973,3.052e-05,0,-22.5,-9.3333,0
0.00077466,0,0,0,-22.5,-10,0
0.00077434,0.049969,3.0643e-05,0,-22.25,-9.3333,0
0.00077439,0,0,0,-22.25,-10,0
0.0007741,0.049966,3.0336e-05,0,-22,-9.3333,0
0.00077412,0,0,0,-22,-10,0
0.00077384,0.049963,2.9975e-05,0,-21.75,-9.3333,0
0.00077385,0,0,0,-21.75,-10,0
0.00077358,0.049959,2.9761e-05,0,-21.5,-9.3333,0
0.00077357,0,0,0,-21.5,-10,0
0.00077331,0.049956,2.9402e-05,0,-21.25,-9.3333,0
0.00077329,0,0,0,-21.25,-10,0
0.00077302,0.049954,2.8583e-05,0,-21,-9.3333,0
0.00077299,0,0,0,-21,-10,0
0.00077273,0.049951,2.7463e-05,0,-20.75,-9.3333,0
0.00077269,0,0,0,-20.75,-10,0
0.00077241,0.049949,2.6459e-05,0,-20.5,-9.3333,0
0.00077236,0,0,0,-20.5,-10,0
0.00077208,0.049947,2.5881e-05,0,-20.25,-9.3333,0
0.00077202,0,0,0,-20.25,-10,0
0.00077174,0.049946,2.516e-05,0,-20,-9.3333,0
0.00077166,0,0,0,-20,-10,0
0.00077137,0.049945,2.3481e-05,0,-19.75,-9.3333,0
0.00077128,0,0,0,-19.75,-10,0
0.00077098,0.049944,2.0635e-05,0,-19.5,-9.3333,0
0.00077088,0,0,0,-19.5,-10,0
0.00077056,0.049944,1.7717e-05,0,-19.25,-9.3333,0
0.00077045,0,0,0,-19.25,-10,0
0.00077011,0.049945,1.642e-05,0,-19,-9.3333,0
0.00076999,0,0,0,-19,-10,0
0.00076965,0.049946,1.6404e-05,0,-18.75,-9.3333,0
0.00076951,0,0,0,-18.75,-10,0
0.00076913,0.049947,1.4827e-05,0,-18.5,-9.3333,0
0.00076897,0,0,0,-18.5,-10,0
0.00076859,0.049949,8.6524e-06,0,-18.25,-9.3333,0
0.00076841,0,0,0,-18.25,-10,0
0.00076801,0.049953,-2.2281e-06,0,-18,-9.3333,0
0.00076781,0,0,0,-18,-10,0
0.00076736,0.049958,-1.5008e-05,0,-17.75,-9.3333,0
0.00076716,0,0,0,-17.75,-10,0
0.00076678,0.049965,-2.4126e-05,0,-17.5,-9.3333,0
0.00076648,0,0,0,-17.5,-10,0
0.00076616,0.049971,-2.4706e-05,0,-17.25,-9.3333,0
0.00076571,0,0,0,-17.25,-10,0
0.00076543,0.049977,-9.8334e-06,0,-17,-9.3333,0
0.00076488,0,0,0,-17,-10,0
0.00076451,0.049981,3.7849e-05,0,-16.75,-9.3333,0
0.00076393,0,0,0,-16.75,-10,0
0.00076356,0.049979,0.00013329,0,-16.5,-9.3333,0
0.00076303,0,0,0,-16.5,-10,0
0.00076266,0.049963,0.00026145,0,-16.25,-9.3333,0
0.00076216,0,0,0,-16.25,-10,0
0.00076163,0.049934,0.00038116,0,-16,-9.3333,0
0.00076115,0,0,0,-16,-10,0
0.0007605,0.049891,0.00045213,0,-15.75,-9.3333,0
0.00076003,0,0,0,-15.75,-10,0
0.00075928,0.049844,0.00045139,0,-15.5,-9.3333,0
0.00075878,0,0,0,-15.5,-10,0
0.00075792,0.049802,0.000379,0,-15.25,-9.3333,0
0.00075741,0,0,0,-15.25,-10,0
0.00075648,0.049776,0.00025493,0,-15,-9.3333,0
0.00075596,0,0,0,-15,-10,0
0.00075499,0.049766,0.00011317,0,-14.75,-9.3333,0
0.00075442,0,0,0,-14.75,-10,0
0.00075341,0.049775,-2.3278e-05,0,-14.5,-9.3333,0
0.0007528,0,0,0,-14.5,-10,0
