"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.00026773,0.049998,9.6703e-06,0,-24.75,-9.3333,0
0.00026875,0,0,0,-24.75,-10,0
0.00026807,0.05,0,0,-25,-9.3333,0
0.00026935,0.023084,0,0,-25,-10,0
0.00026728,0.049998,1.5564e-05,0,-24.5,-9.3333,0
0.00026798,0,0,0,-24.5,-10,0
0.00026702,0.049996,1.9897e-05,0,-24.25,-9.3333,0
0.00026758,0,0,0,-24.25,-10,0
0.00026673,0.049993,2.3368e-05,0,-24,-9.3333,0
0.00026715,0,0,0,-24,-10,0
0.00026646,0.04999,2.5892e-05,0,-23.75,-9.3333,0
0.00026678,0,0,0,-23.75,-10,0
0.0002662,0.049987,2.7757e-05,0,-23.5,-9.3333,0
0.00026645,0,0,0,-23.5,-10,0
0.00026596,0.049983,2.9091e-05,0,-23.25,-9.3333,0
0.00026614,0,0,0,-23.25,-10,0
0.00026572,0.04998,3.0008e-05,0,-23,-9.3333,0
0.00026586,0,0,0,-23,-10,0
0.00026548,0.049976,3.0623e-05,0,-22.75,-9.3333,0
0.00026559,0,0,0,-22.75,-10,0
0.00026525,0.049972,3.0948e-05,0,-22.5,-9.3333,0
0.00026533,0,0,0,-22.5,-10,0
0.00026502,0.049968,3.1116e-05,0,-22.25,-9.3333,0
0.00026507,0,0,0,-22.25,-10,0
0.00026478,0.049965,3.1051e-05,0,-22,-9.3333,0
0.00026481,0,0,0,-22,-10,0
0.00026453,0.049961,3.0949e-05,0,-21.75,-9.3333,0
0.00026455,0,0,0,-21.75,-10,0
0.00026429,0.049958,3.052e-05,0,-21.5,-9.3333,0
0.00026429,0,0,0,-21.5,-10,0
0.00026402,0.049955,3.0195e-05,0,-21.25,-9.3333,0
0.00026402,0,0,0,-21.25,-10,0
0.00026376,0.049951,2.9608e-05,0,-21,-9.3333,0
0.00026374,0,0,0,-21,-10,0
0.00026348,0.049949,2.8948e-05,0,-20.75,-9.3333,0
0.00026345,0,0,0,-20.75,-10,0
0.00026318,0.049946,2.8347e-05,0,-20.5,-9.3333,0
0.00026314,0,0,0,-20.5,-10,0
0.00026287,0.049944,2.7281e-05,0,-20.25,-9.3333,0
0.00026282,0,0,0,-20.25,-10,0
0.00026255,0.049942,2.6484e-05,0,-20,-9.3333,0
