"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.00025111,0.049998,9.762e-06,0,-24.75,-9.3333,0
0.00025214,0,0,0,-24.75,-10,0
0.00025146,0.05,0,0,-25,-9.3333,0
0.00025274,0.023084,0,0,-25,-10,0
0.00025066,0.049998,1.5718e-05,0,-24.5,-9.3333,0
0.00025137,0,0,0,-24.5,-10,0
0.00025041,0.049996,1.9985e-05,0,-24.25,-9.3333,0
0.00025098,0,0,0,-24.25,-10,0
0.00025012,0.049993,2.345e-05,0,-24,-9.3333,0
0.00025056,0,0,0,-24,-10,0
0.00024986,0.04999,2.5921e-05,0,-23.75,-9.3333,0
0.00025019,0,0,0,-23.75,-10,0
0.00024961,0.049987,2.7718e-05,0,-23.5,-9.3333,0
0.00024987,0,0,0,-23.5,-10,0
0.00024938,0.049983,2.8933e-05,0,-23.25,-9.3333,0
0.00024957,0,0,0,-23.25,-10,0
0.00024915,0.04998,2.974e-05,0,-23,-9.3333,0
0.0002493,0,0,0,-23,-10,0
0.00024893,0.049976,3.0178e-05,0,-22.75,-9.3333,0
0.00024904,0,0,0,-22.75,-10,0
0.00024872,0.049972,3.0368e-05,0,-22.5,-9.3333,0
0.0002488,0,0,0,-22.5,-10,0
0.0002485,0.049969,3.0311e-05,0,-22.25,-9.3333,0
0.00024856,0,0,0,-22.25,-10,0
0.00024828,0.049966,3.0088e-05,0,-22,-9.3333,0
0.00024832,0,0,0,-22,-10,0
0.00024806,0.049962,2.9685e-05,0,-21.75,-9.3333,0
0.00024808,0,0,0,-21.75,-10,0
0.00024783,0.049959,2.9162e-05,0,-21.5,-9.3333,0
0.00024784,0,0,0,-21.5,-10,0
0.0002476,0.049957,2.8491e-05,0,-21.25,-9.3333,0
0.0002476,0,0,0,-21.25,-10,0
0.00024736,0.049954,2.7722e-05,0,-21,-9.3333,0
0.00024735,0,0,0,-21,-10,0
0.00024711,0.049952,2.6826e-05,0,-20.75,-9.3333,0
0.00024709,0,0,0,-20.75,-10,0
0.00024684,0.049951,2.5846e-05,0,-20.5,-9.3333,0
0.00024681,0,0,0,-20.5,-10,0
0.00024657,0.049949,2.474e-05,0,-20.25,-9.3333,0
0.00024653,0,0,0,-20.25,-10,0
0.00024628,0.049948,2.3551e-05,0,-20,-9.3333,0
0.00024623,0,0,0,-20,-10,0
0.00024597,0.049948,2.2234e-05,0,-19.75,-9.3333,0
0.00024592,0,0,0,-19.75,-10,0
0.00024565,0.049948,2.0838e-05,0,-19.5,-9.3333,0
0.00024558,0,0,0,-19.5,-10,0
0.0002453,0.049949,1.9296e-05,0,-19.25,-9.3333,0
0.00024523,0,0,0,-19.25,-10,0
0.00024494,0.04995,1.7667e-05,0,-19,-9.3333,0
0.00024485,0,0,0,-19,-10,0
0.00024455,0.049952,1.5877e-05,0,-18.75,-9.3333,0
0.00024445,0,0,0,-18.75,-10,0
0.00024413,0.049954,1.4003e-05,0,-18.5,-9.3333,0
0.00024403,0,0,0,-18.5,-10,0
0.00024368,0.049957,1.1932e-05,0,-18.25,-9.3333,0
0.00024357,0,0,0,-18.25,-10,0
0.00024321,0.049962,9.7682e-06,0,-18,-9.3333,0
0.00024308,0,0,0,-18,-10,0
0.0002427,0.049966,7.3904e-06,0,-17.75,-9.3333,0
0.00024256,0,0,0,-17.75,-10,0
0.00024215,0.049972,4.8943e-06,0,-17.5,-9.3333,0
0.000242,0,0,0,-17.5,-10,0
0.00024155,0.049979,2.0463e-06,0,-17.25,-9.3333,0
0.00024138,0,0,0,-17.25,-10,0
0.0002409,0.049986,-1.043e-06,0,-17,-9.3333,0
0.0002407,0,0,0,-17,-10,0
0.00024023,0.049995,-4.3141e-06,0,-16.75,-9.3333,0
0.00024002,0,0,0,-16.75,-10,0
0.00023951,0.050005,-7.5848e-06,0,-16.5,-9.3333,0
0.00023929,0,0,0,-16.5,-10,0
0.00023872,0.050016,-1.1243e-05,0,-16.25,-9.3333,0
0.00023847,0,0,0,-16.25,-10,0
0.00023788,0.050029,-1.5169e-05,0,-16,-9.3333,0
0.00023761,0,0,0,-16,-10,0
0.00023696,0.050043,-1.9449e-05,0,-15.75,-9.3333,0
0.00023667,0,0,0,-15.75,-10,0
0.00023598,0.050059,-2.4021e-05,0,-15.5,-9.3333,0
0.00023567,0,0,0,-15.5,-10,0
0.00023492,0.050076,-2.8988e-05,0,-15.25,-9.3333,0
0.00023458,0,0,0,-15.25,-10,0
0.00023379,0.050096,-3.4279e-05,0,-15,-9.3333,0
0.00023341,0,0,0,-15,-10,0
0.00023255,0.050117,-4.006e-05,0,-14.75,-9.3333,0
0.00023215,0,0,0,-14.75,-10,0
0.00023123,0.050141,-4.62e-05,0,-14.5,-9.3333,0
0.00023078,0,0,0,-14.5,-10,0
0.0002298,0.050166,-5.2972e-05,0,-14.25,-9.3333,0
0.00022931,0,0,0,-14.25,-10,0
0.00022826,0.050195,-6.0106e-05,0,-14,-9.3333,0
0.00022772,0,0,0,-14,-10,0
0.00022659,0.050225,-6.8082e-05,0,-13.75,-9.3333,0
0.000226,0,0,0,-13.75,-10,0
0.0002248,0.050259,-7.6384e-05,0,-13.5,-9.3333,0
0.00022414,0,0,0,-13.5,-10,0
0.00022286,0.050295,-8.5885e-05,0,-13.25,-9.3333,0
0.00022214,0,0,0,-13.25,-10,0
0.00022077,0.050336,-9.5587e-05,0,-13,-9.3333,0
0.00021995,0,0,0,-13,-10,0
0.00021851,0.050379,-0.00010708,0,-12.75,-9.3333,0
0.00021761,0,0,0,-12.75,-10,0
0.00021608,0.050427,-0.00011853,0,-12.5,-9.3333,0
0.00021503,0,0,0,-12.5,-10,0
0.00021345,0.050478,-0.00013276,0,-12.25,-9.3333,0
0.00021227,0,0,0,-12.25,-10,0
0.00021062,0.050535,-0.00014656,0,-12,-9.3333,0
0.00020922,0,0,0,-12,-10,0
0.00020755,0.050594,-0.00016461,0,-11.75,-9.3333,0
0.00020595,0,0,0,-11.75,-10,0
0.00020429,0.050662,-0.00018184,0,-11.5,-9.3333,0
0.00020234,0,0,0,-11.5,-10,0
0.00020068,0.050732,-0.00020528,0,-11.25,-9.3333,0
0.00019838,0,0,0,-11.25,-10,0
0.00019707,0.050812,-0.00022813,0,-11,-9.3333,0
0.00019424,0,0,0,-11,-10,0
0.00019275,0.050891,-0.00025867,0,-10.75,-9.3333,0
0.00018925,0,0,0,-10.75,-10,0
0.00018924,0.050993,-0.00029354,0,-10.5,-9.3333,0
0.00018514,0,0,0,-10.5,-10,0
0.0001835,0.051078,-0.0003416,0,-10.25,-9.3333,0
0.00017779,0,0,0,-10.25,-10,0
0.00017696,0.051187,-0.00038351,-5.2561e-24,-10,-9.3333,0
0.00018312,0,0,0,-10,-10,0
0.00025008,0.050001,6.2799e-06,0,-24.75,-8.6667,0
0.00025014,0.05,0,0,-25,-8.6667,0
0.00024998,0.050003,1.0129e-05,0,-24.5,-8.6667,0
0.00024987,0.050005,1.3272e-05,0,-24.25,-8.6667,0
0.00024973,0.050008,1.5659e-05,0,-24,-8.6667,0
0.00024958,0.050011,1.7306e-05,0,-23.75,-8.6667,0
0.00024941,0.050015,1.8458e-05,0,-23.5,-8.6667,0
0.00024924,0.050019,1.9082e-05,0,-23.25,-8.6667,0
0.00024907,0.050022,1.9378e-05,0,-23,-8.6667,0
