"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.00015796,0.049998,9.2979e-06,0,-24.75,-9.3333,0
0.00015895,0,0,0,-24.75,-10,0
0.00015831,0.05,0,0,-25,-9.3333,0
0.00015956,0.023084,0,0,-25,-10,0
0.0001575,0.049999,1.4883e-05,0,-24.5,-9.3333,0
0.00015818,0,0,0,-24.5,-10,0
0.00015722,0.049996,1.8918e-05,0,-24.25,-9.3333,0
0.00015776,0,0,0,-24.25,-10,0
0.0001569,0.049994,2.2114e-05,0,-24,-9.3333,0
0.0001573,0,0,0,-24,-10,0
0.0001566,0.049992,2.4439e-05,0,-23.75,-9.3333,0
0.0001569,0,0,0,-23.75,-10,0
0.00015631,0.049989,2.6119e-05,0,-23.5,-9.3333,0
0.00015653,0,0,0,-23.5,-10,0
0.00015602,0.049986,2.7342e-05,0,-23.25,-9.3333,0
0.00015618,0,0,0,-23.25,-10,0
0.00015572,0.049983,2.8198e-05,0,-23,-9.3333,0
0.00015584,0,0,0,-23,-10,0
0.00015543,0.04998,2.8829e-05,0,-22.75,-9.3333,0
0.00015551,0,0,0,-22.75,-10,0
0.00015513,0.049977,2.9245e-05,0,-22.5,-9.3333,0
0.00015518,0,0,0,-22.5,-10,0
0.00015482,0.049974,2.9526e-05,0,-22.25,-9.3333,0
0.00015484,0,0,0,-22.25,-10,0
0.0001545,0.049971,2.9693e-05,0,-22,-9.3333,0
0.0001545,0,0,0,-22,-10,0
0.00015416,0.049968,2.9742e-05,0,-21.75,-9.3333,0
0.00015415,0,0,0,-21.75,-10,0
0.00015381,0.049964,2.972e-05,0,-21.5,-9.3333,0
0.00015379,0,0,0,-21.5,-10,0
0.00015345,0.049961,2.9608e-05,0,-21.25,-9.3333,0
0.00015341,0,0,0,-21.25,-10,0
0.00015306,0.049959,2.9398e-05,0,-21,-9.3333,0
0.00015302,0,0,0,-21,-10,0
0.00015266,0.049956,2.9139e-05,0,-20.75,-9.3333,0
0.0001526,0,0,0,-20.75,-10,0
0.00015223,0.049953,2.8785e-05,0,-20.5,-9.3333,0
0.00015216,0,0,0,-20.5,-10,0
0.00015178,0.049951,2.8344e-05,0,-20.25,-9.3333,0
0.00015171,0,0,0,-20.25,-10,0
0.00015131,0.049948,2.7859e-05,0,-20,-9.3333,0
0.00015122,0,0,0,-20,-10,0
0.00015081,0.049946,2.7231e-05,0,-19.75,-9.3333,0
0.00015071,0,0,0,-19.75,-10,0
0.00015027,0.049944,2.6555e-05,0,-19.5,-9.3333,0
0.00015016,0,0,0,-19.5,-10,0
0.00014971,0.049942,2.5753e-05,0,-19.25,-9.3333,0
0.00014959,0,0,0,-19.25,-10,0
0.00014911,0.049941,2.482e-05,0,-19,-9.3333,0
0.00014898,0,0,0,-19,-10,0
0.00014848,0.04994,2.3759e-05,0,-18.75,-9.3333,0
0.00014833,0,0,0,-18.75,-10,0
0.0001478,0.04994,2.2613e-05,0,-18.5,-9.3333,0
0.00014765,0,0,0,-18.5,-10,0
0.00014709,0.049939,2.1187e-05,0,-18.25,-9.3333,0
0.00014692,0,0,0,-18.25,-10,0
0.00014632,0.04994,1.9677e-05,0,-18,-9.3333,0
0.00014614,0,0,0,-18,-10,0
0.00014551,0.049941,1.7962e-05,0,-17.75,-9.3333,0
0.00014532,0,0,0,-17.75,-10,0
0.00014465,0.049943,1.6063e-05,0,-17.5,-9.3333,0
0.00014444,0,0,0,-17.5,-10,0
0.00014373,0.049945,1.393e-05,0,-17.25,-9.3333,0
0.00014351,0,0,0,-17.25,-10,0
0.00014276,0.049948,1.1559e-05,0,-17,-9.3333,0
0.00014251,0,0,0,-17,-10,0
0.00014172,0.049952,8.9383e-06,0,-16.75,-9.3333,0
0.00014145,0,0,0,-16.75,-10,0
0.00014061,0.049957,6.0567e-06,0,-16.5,-9.3333,0
0.00014032,0,0,0,-16.5,-10,0
0.00013943,0.049964,2.8384e-06,0,-16.25,-9.3333,0
0.00013912,0,0,0,-16.25,-10,0
0.00013817,0.049971,-6.9318e-07,0,-16,-9.3333,0
0.00013784,0,0,0,-16,-10,0
0.00013684,0.04998,-4.709e-06,0,-15.75,-9.3333,0
0.00013649,0,0,0,-15.75,-10,0
0.00013542,0.04999,-8.7017e-06,0,-15.5,-9.3333,0
0.00013505,0,0,0,-15.5,-10,0
0.00013388,0.050001,-1.3302e-05,0,-15.25,-9.3333,0
0.00013347,0,0,0,-15.25,-10,0
0.00013225,0.050015,-1.8232e-05,0,-15,-9.3333,0
0.0001318,0,0,0,-15,-10,0
0.00013051,0.05003,-2.3737e-05,0,-14.75,-9.3333,0
0.00013002,0,0,0,-14.75,-10,0
0.00012865,0.050048,-2.9652e-05,0,-14.5,-9.3333,0
